,genres,movie_title,imdb_score,movie_imdb_link
881,"
Drama, Thriller            ",Confessions,7.7,https://www.imdb.com/title/tt1590089
882,"
Mystery, Thriller            ",Sleuth,8.0,https://www.imdb.com/title/tt0069281
883,"
Drama            ",Vivre Sa Vie,7.9,https://www.imdb.com/title/tt0056663
884,"
Drama            ",Nobody Knows,8.0,https://www.imdb.com/title/tt0408664
885,"
Comedy, Drama, Romance            ",Chhichhore,8.2,https://www.imdb.com/title/tt9052870
886,"
Comedy, Drama            ",Crimes and Misdemeanors,7.8,https://www.imdb.com/title/tt0097123
887,"
Drama, Fantasy            ",Dreams,7.7,https://www.imdb.com/title/tt0100998
888,"
Drama            ",Winter Sleep,8.1,https://www.imdb.com/title/tt2758880
889,"
Comedy, Crime            ",Kind Hearts and Coronets,8.0,https://www.imdb.com/title/tt0041546
890,"
Drama, History            ",Throne of Blood,8.1,https://www.imdb.com/title/tt0050613
891,"
Comedy, Fantasy, Romance            ",The Purple Rose of Cairo,7.7,https://www.imdb.com/title/tt0089853
892,"
Drama, Fantasy            ",The Exterminating Angel,8.0,https://www.imdb.com/title/tt0056732
893,"
Drama, History, War            ",Kagemusha,7.9,https://www.imdb.com/title/tt0080979
894,"
Drama            ",The Salesman,7.7,https://www.imdb.com/title/tt5186714
895,"
Comedy, Drama, Romance            ",Dil Chahta Hai,8.1,https://www.imdb.com/title/tt0292490
896,"
Comedy, Crime, Drama            ",Adam's Apples,7.7,https://www.imdb.com/title/tt0418455
897,"
Biography, Comedy, Drama            ",The Postman,7.7,https://www.imdb.com/title/tt0110877
898,"
Animation, Adventure, Comedy            ",Tokyo Godfathers,7.8,https://www.imdb.com/title/tt0388473
899,"
Drama, War            ",Ivan's Childhood,8.0,https://www.imdb.com/title/tt0056111
900,"
Drama, Film-Noir            ",Ace in the Hole,8.1,https://www.imdb.com/title/tt0043338
901,"
Drama            ",The Virgin Spring,8.1,https://www.imdb.com/title/tt0053976
902,"
Comedy, Drama, Romance            ",You Can't Take It with You,7.8,https://www.imdb.com/title/tt0030993
903,"
Drama, War            ",The Caine Mutiny,7.7,https://www.imdb.com/title/tt0046816
904,"
Drama, Romance            ",Sunrise,8.1,https://www.imdb.com/title/tt0018455
905,"
Biography, Comedy, Drama            ",Pad Man,7.9,https://www.imdb.com/title/tt7218518
906,"
Crime, Drama, Thriller            ",Elevator to the Gallows,7.9,https://www.imdb.com/title/tt0051378
907,"
Drama, History, Thriller            ",Battleship Potemkin,8.0,https://www.imdb.com/title/tt0015648
908,"
Drama            ",The Magdalene Sisters,7.7,https://www.imdb.com/title/tt0318411
909,"
Drama            ",Departures,8.0,https://www.imdb.com/title/tt1069238
910,"
Drama, War            ","Goodbye, Children",8.0,https://www.imdb.com/title/tt0092593
911,"
Drama, Family, Sport            ",Let's Go! India,8.1,https://www.imdb.com/title/tt0871510
912,"
Drama            ",La strada,8.0,https://www.imdb.com/title/tt0047528
913,"
Action, Adventure, Drama            ",The Hidden Fortress,8.1,https://www.imdb.com/title/tt0051808
914,"
Adventure, Comedy, Drama            ",The Gold Rush,8.2,https://www.imdb.com/title/tt0015864
915,"
Drama, Mystery            ",About Elly,7.9,https://www.imdb.com/title/tt1360860
916,"
Animation, Comedy, Drama            ",The Triplets of Belleville,7.7,https://www.imdb.com/title/tt0286244
917,"
Comedy, Musical            ",Duck Soup,7.8,https://www.imdb.com/title/tt0023969
918,"
Drama, Film-Noir            ",The Lost Weekend,7.9,https://www.imdb.com/title/tt0037884
919,"
Crime, Drama, Thriller            ",Drishyam 2,8.4,https://www.imdb.com/title/tt12361178
920,"
Drama, Mystery            ",The Past,7.7,https://www.imdb.com/title/tt2404461
921,"
Drama, Romance            ",The Way He Looks,7.9,https://www.imdb.com/title/tt1702014
922,"
Comedy, Crime, Drama            ",Down by Law,7.7,https://www.imdb.com/title/tt0090967
923,"
Comedy, Crime, Drama            ",Time of the Gypsies,8.1,https://www.imdb.com/title/tt0097223
924,"
Action, Crime, Drama            ",Celda 211,7.6,https://www.imdb.com/title/tt1242422
925,"
Action, Crime, Drama            ",The Killer,7.8,https://www.imdb.com/title/tt0097202
926,"
Drama, Family, Musical            ",Veer Zaara,7.8,https://www.imdb.com/title/tt0420332
927,"
Crime, Drama, Thriller            ",Le Cercle Rouge,7.9,https://www.imdb.com/title/tt0065531
928,"
Animation, Adventure, Comedy            ",The Girl Who Leapt Through Time,7.7,https://www.imdb.com/title/tt0808506
929,"
Crime, Drama, Thriller            ",Once Upon a Time in Anatolia,7.8,https://www.imdb.com/title/tt1827487
930,"
Comedy, Drama, Romance            ",Barfi!,8.1,https://www.imdb.com/title/tt2082197
931,"
Comedy, Drama            ",C.R.A.Z.Y.,7.9,https://www.imdb.com/title/tt0401085
932,"
Crime, Drama, Thriller            ",Rififi,8.1,https://www.imdb.com/title/tt0048021
933,"
Drama, Romance            ",Hiroshima Mon Amour,7.9,https://www.imdb.com/title/tt0052893
934,"
Crime, Film-Noir, Thriller            ",The Big Heat,7.9,https://www.imdb.com/title/tt0045555
935,"
Action, Crime, Drama            ",White Heat,8.1,https://www.imdb.com/title/tt0042041
936,"
Action, Crime, Drama            ",Elite Squad 2: The Enemy Within,8.0,https://www.imdb.com/title/tt1555149
937,"
Drama, Romance            ",Jules and Jim,7.7,https://www.imdb.com/title/tt0055032
938,"
Drama            ",The Return,7.9,https://www.imdb.com/title/tt0376968
939,"
Crime, Drama, Thriller            ",Drishyam,8.3,https://www.imdb.com/title/tt3417422
940,"
Adventure, Comedy, Sci-Fi            ",G.O.R.A.,8.0,https://www.imdb.com/title/tt0384116
941,"
Comedy, War            ",Love and Death,7.7,https://www.imdb.com/title/tt0073312
942,"
Comedy, Drama            ",The Rules of the Game,7.9,https://www.imdb.com/title/tt0031885
943,"
Crime, Drama, Mystery            ",Talvar,8.1,https://www.imdb.com/title/tt4934950
944,"
Crime, Drama, Mystery            ",Article 15,8.1,https://www.imdb.com/title/tt10324144
945,"
Action, Comedy, Romance            ",Sherlock Jr.,8.2,https://www.imdb.com/title/tt0015324
946,"
Drama, War            ",The Grand Illusion,8.1,https://www.imdb.com/title/tt0028950
947,"
Drama            ",Nights of Cabiria,8.1,https://www.imdb.com/title/tt0050783
948,"
Adventure, Comedy, Drama            ",Queen,8.1,https://www.imdb.com/title/tt3322420
949,"
Comedy, Drama, War            ",No Man's Land,7.9,https://www.imdb.com/title/tt0283509
950,"
Comedy, Drama, Romance            ",Jab We Met,7.9,https://www.imdb.com/title/tt1093370
951,"
Action, Crime, Drama            ",A Wednesday,8.1,https://www.imdb.com/title/tt1280558
952,"
Biography, Drama            ",Super 30,7.9,https://www.imdb.com/title/tt7485048
953,"
Drama, War            ",Tangerines,8.1,https://www.imdb.com/title/tt2991224
954,"
Drama, Fantasy, Romance            ",Beauty and the Beast,7.9,https://www.imdb.com/title/tt0038348
955,"
Drama, History, Romance            ",Raise the Red Lantern,8.1,https://www.imdb.com/title/tt0101640
956,"
Comedy, Drama            ",Badhaai Ho,7.9,https://www.imdb.com/title/tt7725596
957,"
Action, Crime, Comedy            ",Knockin' on Heaven's Door,7.9,https://www.imdb.com/title/tt0119472
958,"
Comedy, Drama            ",Jean de Florette,8.1,https://www.imdb.com/title/tt0091288
959,"
Adventure, Comedy, Drama            ",Sullivan's Travels,7.9,https://www.imdb.com/title/tt0034240
960,"
Animation, Drama, Fantasy            ",Millennium Actress,7.8,https://www.imdb.com/title/tt0291350
961,"
Comedy, Drama            ",Hindi Medium,7.8,https://www.imdb.com/title/tt5764096
962,"
Comedy, Crime, Drama            ",Color It Yellow,8.1,https://www.imdb.com/title/tt0405508
963,"
Crime, Drama, Romance            ",Fireworks,7.7,https://www.imdb.com/title/tt0119250
964,"
Drama            ",The Edge of Heaven,7.7,https://www.imdb.com/title/tt0880502
965,"
Drama            ",Central Station,8.0,https://www.imdb.com/title/tt0140888
966,"
Drama, Thriller, War            ","Rome, Open City",8.0,https://www.imdb.com/title/tt0038890
967,"
Action, Crime, Thriller            ",Baby,7.9,https://www.imdb.com/title/tt3848892
968,"
Drama            ",Through a Glass Darkly,8.0,https://www.imdb.com/title/tt0055499
969,"
Action, Drama, War            ",Tae Guk Gi: The Brotherhood of War,8.0,https://www.imdb.com/title/tt0386064
970,"
Action, Adventure, Comedy            ",Sholay,8.1,https://www.imdb.com/title/tt0073707
971,"
Animation, Comedy, Drama            ",My Life as a Zucchini,7.7,https://www.imdb.com/title/tt2321405
972,"
Comedy            ",Zelig,7.7,https://www.imdb.com/title/tt0086637
973,"
Action, Drama, Thriller            ",Sanjuro,8.0,https://www.imdb.com/title/tt0056443
974,"
Crime, Drama, Thriller            ",The Bandit,8.1,https://www.imdb.com/title/tt0116231
975,"
Action, Crime, Drama            ",Haider,8.0,https://www.imdb.com/title/tt3390572
976,"
Drama, Musical            ",Anand,8.1,https://www.imdb.com/title/tt0066763
977,"
Comedy, Music, Musical            ",A Night at the Opera,7.8,https://www.imdb.com/title/tt0026778
978,"
Comedy, Family, Romance            ",The Circus,8.1,https://www.imdb.com/title/tt0018773
979,"
Action, Comedy, Crime            ",Hera Pheri,8.1,https://www.imdb.com/title/tt0242519
980,"
Comedy, Drama            ",Munna Bhai M.B.B.S.,8.1,https://www.imdb.com/title/tt0374887
981,"
Drama            ",Umberto D.,8.2,https://www.imdb.com/title/tt0045274
982,"
Comedy, Drama, Fantasy            ",OMG: Oh My God!,8.1,https://www.imdb.com/title/tt2283748
983,"
Biography, Drama, Sport            ",Bhaag Milkha Bhaag,8.2,https://www.imdb.com/title/tt2356180
984,"
Crime, Drama, Thriller            ",Pink,8.1,https://www.imdb.com/title/tt5571734
985,"
Mystery, Thriller            ",Kahaani,8.1,https://www.imdb.com/title/tt1821480
986,"
Drama            ",Masaan,8.1,https://www.imdb.com/title/tt4635372
987,"
Comedy, Romance            ",Vicky Donor,7.8,https://www.imdb.com/title/tt2317337
988,"
Drama            ",Black,8.1,https://www.imdb.com/title/tt0375611
989,"
Action, Drama, Thriller            ",The Breath,8.0,https://www.imdb.com/title/tt1171701
990,"
Action, Drama, History            ",Airlift,7.9,https://www.imdb.com/title/tt4387040
991,"
Comedy, Drama, Romance            ",Dev.D,7.9,https://www.imdb.com/title/tt1327035
992,"
Drama            ",Udaan,8.1,https://www.imdb.com/title/tt1639426
993,"
Crime, Drama, Thriller            ",Special 26,8.0,https://www.imdb.com/title/tt2377938
994,"
Comedy, Drama, Thriller            ",Everything's Gonna Be Great,8.1,https://www.imdb.com/title/tt0263438
995,"
Action, Biography, Crime            ",Paan Singh Tomar,8.2,https://www.imdb.com/title/tt1620933
996,"
Action, Comedy, Romance            ",Andaz Apna Apna,8.0,https://www.imdb.com/title/tt0109117
997,"
Comedy, Drama            ",Vizontele,8.0,https://www.imdb.com/title/tt0270053
998,"
Comedy, Drama, Romance            ","Carry On, Munna Bhai",8.0,https://www.imdb.com/title/tt0456144
999,"
Action, Drama, Thriller            ",Sarfarosh,8.1,https://www.imdb.com/title/tt0200087
