,movie_title,year,certificate,time_minute,genres,imdb_score,movie_imdb_link,metascore,vote
683,Strangers on a Train,1951,PG,101,"
Crime, Drama, Film-Noir            ",7.9,https://www.imdb.com/title/tt0044079,88,134434
684,Neon Genesis Evangelion: The End of Evangelion,1997,TV-MA,87,"
Animation, Action, Drama            ",8.0,https://www.imdb.com/title/tt0169858,,55143
685,The Legend of 1900,1998,R,169,"
Drama, Music, Romance            ",8.0,https://www.imdb.com/title/tt0120731,58,64736
686,Nebraska,2013,R,115,"
Adventure, Comedy, Drama            ",7.7,https://www.imdb.com/title/tt1821549,87,118732
687,Miracle in Cell No. 7,2019,TV-14,132,"
Drama            ",8.2,https://www.imdb.com/title/tt10431500,,49047
688,Control,2007,R,122,"
Biography, Drama, Music            ",7.6,https://www.imdb.com/title/tt0421082,78,65723
689,The Wind Rises,2013,PG-13,126,"
Animation, Biography, Drama            ",7.7,https://www.imdb.com/title/tt2013293,83,86409
690,Rashomon,1950,Not Rated,88,"
Crime, Drama, Mystery            ",8.2,https://www.imdb.com/title/tt0042876,98,168851
691,The Artist,2011,PG-13,100,"
Comedy, Drama, Romance            ",7.9,https://www.imdb.com/title/tt1655442,89,241794
692,Bicycle Thieves,1948,Not Rated,89,"
Drama            ",8.3,https://www.imdb.com/title/tt0040522,,163771
693,Modern Times,1936,G,87,"
Comedy, Drama, Romance            ",8.5,https://www.imdb.com/title/tt0027977,96,242226
694,Wolfwalkers,2020,PG,103,"
Animation, Adventure, Family            ",8.0,https://www.imdb.com/title/tt5198068,87,32411
695,The Man from Nowhere,2010,R,119,"
Action, Crime, Drama            ",7.7,https://www.imdb.com/title/tt1527788,,70086
696,The Last Emperor,1987,PG-13,163,"
Biography, Drama, History            ",7.7,https://www.imdb.com/title/tt0093389,76,103869
697,Patton,1970,GP,172,"
Biography, Drama, War            ",7.9,https://www.imdb.com/title/tt0066206,91,102617
698,Zulu,1964,Not Rated,138,"
Drama, History, War            ",7.7,https://www.imdb.com/title/tt0058777,77,39576
699,Gangs of Wasseypur,2012,Not Rated,321,"
Action, Comedy, Crime            ",8.2,https://www.imdb.com/title/tt1954470,89,96447
700,25th Hour,2002,R,135,"
Drama            ",7.6,https://www.imdb.com/title/tt0307901,68,179373
701,Days of Heaven,1978,PG,94,"
Drama, Romance            ",7.8,https://www.imdb.com/title/tt0077405,93,58611
702,In Cold Blood,1967,R,134,"
Biography, Crime, Drama            ",7.9,https://www.imdb.com/title/tt0061809,89,26849
703,Run Lola Run,1998,R,80,"
Action, Crime, Thriller            ",7.7,https://www.imdb.com/title/tt0130827,77,199392
704,The Quiet Man,1952,Passed,129,"
Comedy, Drama, Romance            ",7.7,https://www.imdb.com/title/tt0045061,85,39129
705,The Verdict,1982,R,129,"
Drama            ",7.7,https://www.imdb.com/title/tt0084855,77,40895
706,Once,2007,R,86,"
Drama, Music, Romance            ",7.8,https://www.imdb.com/title/tt0907657,89,116982
707,Good Bye Lenin!,2003,R,121,"
Comedy, Drama, Romance            ",7.7,https://www.imdb.com/title/tt0301357,68,146659
708,Sabrina,1954,Passed,113,"
Comedy, Drama, Romance            ",7.6,https://www.imdb.com/title/tt0047437,72,65585
709,Breaking the Waves,1996,R,159,"
Drama            ",7.8,https://www.imdb.com/title/tt0115751,76,67496
710,Badlands,1973,PG,94,"
Action, Crime, Drama            ",7.7,https://www.imdb.com/title/tt0069762,93,73506
711,Wait Until Dark,1967,Not Rated,108,"
Thriller            ",7.7,https://www.imdb.com/title/tt0062467,81,31149
712,"South Park: Bigger, Longer & Uncut",1999,R,81,"
Animation, Comedy, Fantasy            ",7.7,https://www.imdb.com/title/tt0158983,73,205333
713,The Man Who Shot Liberty Valance,1962,Approved,123,"
Drama, Western            ",8.1,https://www.imdb.com/title/tt0056217,94,76533
714,Raatchasan,2018,Not Rated,170,"
Crime, Drama, Mystery            ",8.3,https://www.imdb.com/title/tt7060344,,44568
715,Paper Moon,1973,PG,102,"
Comedy, Crime, Drama            ",8.1,https://www.imdb.com/title/tt0070510,77,48083
716,Andhadhun,2018,Not Rated,139,"
Comedy, Crime, Music            ",8.2,https://www.imdb.com/title/tt8108198,,93291
717,To Be or Not to Be,1942,Passed,99,"
Comedy, Romance, War            ",8.2,https://www.imdb.com/title/tt0035446,86,37692
718,The Grapes of Wrath,1940,Passed,129,"
Drama            ",8.1,https://www.imdb.com/title/tt0032551,96,93640
719,Beasts of No Nation,2015,TV-MA,137,"
Drama, War            ",7.7,https://www.imdb.com/title/tt1365050,79,81801
720,Judgment at Nuremberg,1961,Approved,179,"
Drama, War            ",8.3,https://www.imdb.com/title/tt0055031,60,77988
721,Guess Who's Coming to Dinner,1967,Approved,108,"
Comedy, Drama            ",7.8,https://www.imdb.com/title/tt0061735,63,45679
722,Notorious,1946,Not Rated,102,"
Drama, Film-Noir, Romance            ",7.9,https://www.imdb.com/title/tt0038787,100,101640
723,The Red Shoes,1948,Not Rated,135,"
Drama, Music, Romance            ",8.1,https://www.imdb.com/title/tt0040725,,35412
724,Sardar Udham,2021,TV-MA,164,"
Biography, Crime, Drama            ",8.4,https://www.imdb.com/title/tt10280296,,42287
725,Hannah and Her Sisters,1986,PG-13,107,"
Comedy, Drama            ",7.9,https://www.imdb.com/title/tt0091167,90,71986
726,The Day of the Jackal,1973,PG,143,"
Crime, Drama, Thriller            ",7.8,https://www.imdb.com/title/tt0069947,80,41430
727,All About My Mother,1999,R,101,"
Drama            ",7.8,https://www.imdb.com/title/tt0185125,87,97380
728,Zindagi Na Milegi Dobara,2011,Not Rated,155,"
Comedy, Drama, Musical            ",8.2,https://www.imdb.com/title/tt1562872,,78769
729,The Killing Fields,1984,R,141,"
Biography, Drama, History            ",7.8,https://www.imdb.com/title/tt0087553,76,55909
730,Diabolique,1955,Not Rated,117,"
Crime, Drama, Horror            ",8.1,https://www.imdb.com/title/tt0046911,,66226
731,Short Term 12,2013,R,96,"
Drama            ",7.9,https://www.imdb.com/title/tt2370248,82,88195
732,Shadow of a Doubt,1943,Passed,108,"
Film-Noir, Thriller            ",7.8,https://www.imdb.com/title/tt0036342,94,66062
733,Lilya 4-Ever,2002,R,109,"
Crime, Drama            ",7.8,https://www.imdb.com/title/tt0300140,82,46042
734,The Hustler,1961,Not Rated,134,"
Drama, Sport            ",8.0,https://www.imdb.com/title/tt0054997,90,82405
735,Fanny and Alexander,1982,R,188,"
Drama            ",8.1,https://www.imdb.com/title/tt0083922,100,63999
736,City Lights,1931,G,87,"
Comedy, Drama, Romance            ",8.5,https://www.imdb.com/title/tt0021749,99,184769
737,Nashville,1975,R,160,"
Comedy, Drama, Music            ",7.7,https://www.imdb.com/title/tt0073440,96,26635
738,Ayla: The Daughter of War,2017,Not Rated,125,"
Biography, Drama, History            ",8.3,https://www.imdb.com/title/tt6316138,,40015
739,Waking Life,2001,R,99,"
Animation, Drama, Fantasy            ",7.7,https://www.imdb.com/title/tt0243017,83,64536
740,Stagecoach,1939,Passed,96,"
Adventure, Drama, Western            ",7.8,https://www.imdb.com/title/tt0031971,93,49466
741,Bajrangi Bhaijaan,2015,Not Rated,163,"
Action, Adventure, Comedy            ",8.1,https://www.imdb.com/title/tt3863552,,88532
742,My Left Foot,1989,R,103,"
Biography, Drama            ",7.9,https://www.imdb.com/title/tt0097937,97,74814
743,Bringing Up Baby,1938,Passed,102,"
Comedy            ",7.8,https://www.imdb.com/title/tt0029947,91,61947
744,Anatomy of a Murder,1959,Not Rated,161,"
Drama, Mystery            ",8.0,https://www.imdb.com/title/tt0052561,95,66791
745,The Big Sleep,1946,Passed,114,"
Crime, Film-Noir, Mystery            ",7.9,https://www.imdb.com/title/tt0038355,86,86166
746,Fitzcarraldo,1982,PG,158,"
Adventure, Drama            ",8.0,https://www.imdb.com/title/tt0083946,,35395
747,The Straight Story,1999,G,112,"
Biography, Drama            ",8.0,https://www.imdb.com/title/tt0166896,86,90976
748,Fantastic Planet,1973,PG,72,"
Animation, Sci-Fi            ",7.7,https://www.imdb.com/title/tt0070544,73,31846
749,The 400 Blows,1959,Not Rated,99,"
Crime, Drama            ",8.1,https://www.imdb.com/title/tt0053198,,118316
750,The White Ribbon,2009,R,144,"
Drama, Mystery, Thriller            ",7.8,https://www.imdb.com/title/tt1149362,82,74023
751,Three Colors: Red,1994,R,99,"
Drama, Mystery, Romance            ",8.1,https://www.imdb.com/title/tt0111495,100,103588
752,Cat on a Hot Tin Roof,1958,Not Rated,108,"
Drama            ",7.9,https://www.imdb.com/title/tt0051459,84,49947
753,Once Were Warriors,1994,R,102,"
Crime, Drama            ",7.9,https://www.imdb.com/title/tt0110729,77,34601
754,Elite Squad,2007,R,115,"
Action, Crime, Drama            ",8.0,https://www.imdb.com/title/tt0861739,33,104588
755,The Discreet Charm of the Bourgeoisie,1972,PG,102,"
Comedy            ",7.8,https://www.imdb.com/title/tt0068361,93,43422
756,Asuran,2019,Not Rated,141,"
Action, Drama            ",8.5,https://www.imdb.com/title/tt9477520,,29483
757,The Adventures of Robin Hood,1938,PG,102,"
Action, Adventure, Romance            ",7.9,https://www.imdb.com/title/tt0029843,97,51398
758,Hedwig and the Angry Inch,2001,R,95,"
Comedy, Drama, Music            ",7.7,https://www.imdb.com/title/tt0248845,85,35955
759,Mirror,1975,Not Rated,107,"
Biography, Drama            ",8.0,https://www.imdb.com/title/tt0072443,80,47123
760,The Treasure of the Sierra Madre,1948,Passed,126,"
Adventure, Drama, Western            ",8.2,https://www.imdb.com/title/tt0040897,98,125338
761,Underground,1995,Not Rated,167,"
Comedy, Drama, Fantasy            ",8.1,https://www.imdb.com/title/tt0114787,79,58697
762,Short Cuts,1993,R,188,"
Comedy, Drama            ",7.7,https://www.imdb.com/title/tt0108122,79,45250
763,The Lion in Winter,1968,PG,134,"
Biography, Drama, History            ",7.9,https://www.imdb.com/title/tt0063227,,31771
764,In America,2002,PG-13,105,"
Drama            ",7.7,https://www.imdb.com/title/tt0298845,76,43313
765,The Killing,1956,Approved,84,"
Crime, Drama, Film-Noir            ",8.0,https://www.imdb.com/title/tt0049406,91,90346
766,Pather Panchali,1955,Not Rated,125,"
Drama            ",8.3,https://www.imdb.com/title/tt0048473,,33243
767,My Sassy Girl,2001,Not Rated,137,"
Comedy, Drama, Romance            ",8.0,https://www.imdb.com/title/tt0293715,,48441
768,Persepolis,2007,PG-13,96,"
Animation, Biography, Drama            ",8.0,https://www.imdb.com/title/tt0808417,90,95170
769,Secrets & Lies,1996,R,136,"
Comedy, Drama            ",8.0,https://www.imdb.com/title/tt0117589,91,43745
770,Yojimbo,1961,Not Rated,110,"
Action, Drama, Thriller            ",8.2,https://www.imdb.com/title/tt0055630,93,123261
771,The Motorcycle Diaries,2004,R,126,"
Adventure, Biography, Drama            ",7.8,https://www.imdb.com/title/tt0318462,75,101707
772,The Breadwinner,2017,PG-13,94,"
Animation, Drama, Family            ",7.7,https://www.imdb.com/title/tt3901826,78,25743
773,Mr. Smith Goes to Washington,1939,Passed,129,"
Comedy, Drama            ",8.1,https://www.imdb.com/title/tt0031679,73,116016
774,Whisper of the Heart,1995,G,111,"
Animation, Drama, Family            ",7.9,https://www.imdb.com/title/tt0113824,75,63105
775,Z,1969,M/PG,127,"
Crime, Drama, Thriller            ",8.2,https://www.imdb.com/title/tt0065234,86,29068
776,The Lady Vanishes,1938,Not Rated,96,"
Mystery, Thriller            ",7.8,https://www.imdb.com/title/tt0030341,98,53077
777,The African Queen,1951,PG,105,"
Adventure, Drama, Romance            ",7.7,https://www.imdb.com/title/tt0043265,91,79200
778,Evil,2003,Not Rated,113,"
Drama            ",7.7,https://www.imdb.com/title/tt0338309,61,39001
779,"Aguirre, the Wrath of God",1972,Not Rated,95,"
Action, Adventure, Biography            ",7.8,https://www.imdb.com/title/tt0068182,,57638
780,A Very Long Engagement,2004,R,133,"
Drama, Mystery, Romance            ",7.6,https://www.imdb.com/title/tt0344510,76,74072
781,Talk to Her,2002,R,112,"
Drama, Mystery, Romance            ",7.9,https://www.imdb.com/title/tt0287467,86,112890
782,Children of Heaven,1997,PG,89,"
Drama, Family, Sport            ",8.2,https://www.imdb.com/title/tt0118849,77,75107
783,Cape Fear,1962,Passed,106,"
Drama, Thriller            ",7.7,https://www.imdb.com/title/tt0055824,76,29607
784,The Diving Bell and the Butterfly,2007,PG-13,112,"
Biography, Drama            ",8.0,https://www.imdb.com/title/tt0401383,92,107961
785,3-Iron,2004,R,88,"
Crime, Drama, Romance            ",7.9,https://www.imdb.com/title/tt0423866,72,55488
786,Infernal Affairs,2002,R,101,"
Action, Crime, Drama            ",8.0,https://www.imdb.com/title/tt0338564,75,125146
787,96,2018,Not Rated,158,"
Drama, Romance            ",8.5,https://www.imdb.com/title/tt7019842,,31348
788,The Broken Circle Breakdown,2012,Not Rated,111,"
Drama, Music, Romance            ",7.7,https://www.imdb.com/title/tt2024519,70,41383
789,Out of the Past,1947,Not Rated,97,"
Crime, Drama, Film-Noir            ",8.0,https://www.imdb.com/title/tt0039689,85,37701
790,The 39 Steps,1935,Approved,86,"
Crime, Mystery, Thriller            ",7.6,https://www.imdb.com/title/tt0026029,93,57501
791,Shershaah,2021,TV-14,135,"
Action, Biography, Drama            ",8.4,https://www.imdb.com/title/tt10295212,,121140
792,High and Low,1963,Not Rated,143,"
Crime, Drama, Mystery            ",8.4,https://www.imdb.com/title/tt0057565,90,45145
793,Laura,1944,Passed,88,"
Drama, Film-Noir, Mystery            ",7.9,https://www.imdb.com/title/tt0037008,,47836
794,The Chorus,2004,PG-13,97,"
Comedy, Drama, Music            ",7.8,https://www.imdb.com/title/tt0372824,56,62658
795,Song of the Sea,2014,PG,93,"
Animation, Adventure, Drama            ",8.0,https://www.imdb.com/title/tt1865505,85,58724
796,Porco Rosso,1992,PG,94,"
Animation, Adventure, Comedy            ",7.7,https://www.imdb.com/title/tt0104652,83,90209
797,Like Stars on Earth,2007,PG,165,"
Drama, Family            ",8.4,https://www.imdb.com/title/tt0986264,,193509
798,Head-On,2004,R,121,"
Drama, Romance            ",7.9,https://www.imdb.com/title/tt0347048,78,54624
799,The Double Life of Véronique,1991,R,98,"
Drama, Fantasy, Music            ",7.7,https://www.imdb.com/title/tt0101765,86,49095
800,The Thin Man,1934,TV-PG,91,"
Comedy, Mystery            ",7.9,https://www.imdb.com/title/tt0025878,86,30145
801,The Leopard,1963,PG,186,"
Drama, History            ",8.0,https://www.imdb.com/title/tt0057091,100,26242
802,Wild Strawberries,1957,Not Rated,91,"
Drama, Romance            ",8.1,https://www.imdb.com/title/tt0050986,88,107702
803,Le Samouraï,1967,GP,101,"
Crime, Drama            ",8.0,https://www.imdb.com/title/tt0062229,,51984
804,The World's Fastest Indian,2005,PG-13,127,"
Biography, Drama, Sport            ",7.8,https://www.imdb.com/title/tt0412080,68,55359
805,Soorarai Pottru,2020,TV-MA,153,"
Drama            ",8.7,https://www.imdb.com/title/tt10189514,,116179
806,Three Colors: White,1994,R,92,"
Comedy, Drama, Romance            ",7.6,https://www.imdb.com/title/tt0111507,88,74017
807,Brief Encounter,1945,Not Rated,86,"
Drama, Romance            ",8.0,https://www.imdb.com/title/tt0037558,92,40501
808,Philomena,2013,PG-13,98,"
Biography, Comedy, Drama            ",7.6,https://www.imdb.com/title/tt2431286,77,100499
809,The Asphalt Jungle,1950,Passed,112,"
Crime, Drama, Film-Noir            ",7.8,https://www.imdb.com/title/tt0042208,85,27645
810,Miracle on 34th Street,1947,Not Rated,96,"
Comedy, Drama, Family            ",7.9,https://www.imdb.com/title/tt0039628,88,47925
811,The Little Prince,2015,PG,108,"
Animation, Adventure, Drama            ",7.7,https://www.imdb.com/title/tt1754656,70,62521
812,The Battle of Algiers,1966,Not Rated,121,"
Drama, War            ",8.1,https://www.imdb.com/title/tt0058946,96,60534
813,Red River,1948,Passed,133,"
Drama, Western            ",7.8,https://www.imdb.com/title/tt0040724,,31597
814,Joint Security Area,2000,Not Rated,110,"
Action, Drama, Thriller            ",7.8,https://www.imdb.com/title/tt0260991,58,30748
815,The Odd Couple,1968,Passed,105,"
Comedy            ",7.6,https://www.imdb.com/title/tt0063374,86,35285
816,Land of Mine,2015,R,100,"
Drama, History, War            ",7.8,https://www.imdb.com/title/tt3841424,75,41642
817,Dersu Uzala,1975,G,142,"
Adventure, Biography, Drama            ",8.2,https://www.imdb.com/title/tt0071411,,29956
818,Scarface,1932,PG,93,"
Action, Crime, Drama            ",7.7,https://www.imdb.com/title/tt0023427,87,28294
819,Kal Ho Naa Ho,2003,Not Rated,186,"
Comedy, Drama, Musical            ",7.9,https://www.imdb.com/title/tt0347304,54,69800
820,Lagaan: Once Upon a Time in India,2001,PG,224,"
Drama, Musical, Sport            ",8.1,https://www.imdb.com/title/tt0169102,84,114756
821,Cowboy Bebop: The Movie,2001,TV-14,115,"
Animation, Action, Crime            ",7.8,https://www.imdb.com/title/tt0275277,61,49165
822,Leviathan,2014,R,140,"
Crime, Drama            ",7.6,https://www.imdb.com/title/tt2802154,92,53850
823,"I, Daniel Blake",2016,R,100,"
Drama            ",7.8,https://www.imdb.com/title/tt5168192,78,60389
824,Andrei Rublev,1966,R,205,"
Biography, Drama, History            ",8.1,https://www.imdb.com/title/tt0060107,,53909
825,Happy Together,1997,Not Rated,96,"
Drama, Romance            ",7.7,https://www.imdb.com/title/tt0118845,70,29931
826,The Tale of The Princess Kaguya,2013,PG,137,"
Animation, Drama, Family            ",8.0,https://www.imdb.com/title/tt2576852,89,47104
827,A Prophet,2009,R,155,"
Crime, Drama            ",7.8,https://www.imdb.com/title/tt1235166,90,98892
828,The Conformist,1970,R,113,"
Drama            ",7.9,https://www.imdb.com/title/tt0065571,100,30858
829,English Vinglish,2012,Not Rated,134,"
Comedy, Drama, Family            ",7.8,https://www.imdb.com/title/tt2181931,,36767
830,When Marnie Was There,2014,PG,103,"
Animation, Drama, Family            ",7.7,https://www.imdb.com/title/tt3398268,72,41051
831,Harvey,1950,Approved,104,"
Comedy, Drama, Fantasy            ",7.9,https://www.imdb.com/title/tt0042546,,55919
832,His Girl Friday,1940,Passed,92,"
Comedy, Drama, Romance            ",7.8,https://www.imdb.com/title/tt0032599,,59155
833,The Message,1976,PG,177,"
Biography, Drama, History            ",8.1,https://www.imdb.com/title/tt0074896,,47960
834,A Man for All Seasons,1966,G,120,"
Biography, Drama, History            ",7.7,https://www.imdb.com/title/tt0060665,72,34864
835,Night on Earth,1991,R,129,"
Comedy, Drama            ",7.7,https://www.imdb.com/title/tt0102536,68,61077
836,Swades,2004,Not Rated,189,"
Drama, Musical            ",8.2,https://www.imdb.com/title/tt0367110,,91020
837,My Name Is Khan,2010,PG-13,165,"
Adventure, Drama, Romance            ",7.9,https://www.imdb.com/title/tt1188996,50,107549
838,The Kid,1921,Passed,68,"
Comedy, Drama, Family            ",8.3,https://www.imdb.com/title/tt0012349,,126713
839,Key Largo,1948,Not Rated,100,"
Action, Crime, Drama            ",7.7,https://www.imdb.com/title/tt0040506,,41380
840,Farewell My Concubine,1993,R,171,"
Drama, Music, Romance            ",8.1,https://www.imdb.com/title/tt0106332,83,29335
841,Cries & Whispers,1972,R,91,"
Drama            ",8.0,https://www.imdb.com/title/tt0069467,,34465
842,"Spring, Summer, Fall, Winter... and Spring",2003,R,103,"
Drama, Romance            ",8.0,https://www.imdb.com/title/tt0374546,85,83314
843,To Have and Have Not,1944,Passed,100,"
Adventure, Comedy, Film-Noir            ",7.8,https://www.imdb.com/title/tt0037382,90,35126
844,"Black Cat, White Cat",1998,R,127,"
Comedy, Crime, Romance            ",8.0,https://www.imdb.com/title/tt0118843,73,54141
845,"Quo Vadis, Aida?",2020,Not Rated,101,"
Drama, History, War            ",8.0,https://www.imdb.com/title/tt8633462,97,33532
846,Tokyo Story,1953,Not Rated,136,"
Drama            ",8.2,https://www.imdb.com/title/tt0046438,,62028
847,The Sea Inside,2004,PG-13,126,"
Biography, Drama            ",8.0,https://www.imdb.com/title/tt0369702,74,82132
848,Stalag 17,1953,Not Rated,120,"
Comedy, Drama, War            ",8.0,https://www.imdb.com/title/tt0046359,84,56146
849,I Remember,1973,R,123,"
Comedy, Drama            ",7.9,https://www.imdb.com/title/tt0071129,,43906
850,The Muppet Christmas Carol,1992,G,85,"
Comedy, Drama, Family            ",7.7,https://www.imdb.com/title/tt0104940,64,58577
851,Dilwale Dulhania Le Jayenge,1995,Not Rated,181,"
Drama, Romance            ",8.0,https://www.imdb.com/title/tt0112870,,70068
852,M.S. Dhoni: The Untold Story,2016,Not Rated,184,"
Biography, Drama, Sport            ",7.9,https://www.imdb.com/title/tt4169250,,59014
853,The Passion of Joan of Arc,1928,Passed,114,"
Biography, Drama, History            ",8.2,https://www.imdb.com/title/tt0019254,,55163
854,The Man Who Would Be King,1975,PG,129,"
Adventure, History, War            ",7.8,https://www.imdb.com/title/tt0073341,91,49376
855,Mildred Pierce,1945,Approved,111,"
Crime, Drama, Film-Noir            ",7.9,https://www.imdb.com/title/tt0037913,88,26245
856,Ninja Scroll,1993,Not Rated,94,"
Animation, Action, Adventure            ",7.8,https://www.imdb.com/title/tt0107692,,37818
857,Hard Boiled,1992,R,128,"
Action, Crime, Thriller            ",7.7,https://www.imdb.com/title/tt0104684,,50930
858,The Sacrifice,1986,PG,149,"
Drama            ",7.9,https://www.imdb.com/title/tt0091670,,28568
859,"4 Months, 3 Weeks and 2 Days",2007,Not Rated,113,"
Drama            ",7.9,https://www.imdb.com/title/tt1032846,97,60652
860,The Experiment,2001,R,120,"
Drama, Thriller            ",7.7,https://www.imdb.com/title/tt0250258,60,94117
861,The General,1926,Passed,67,"
Action, Adventure, Comedy            ",8.2,https://www.imdb.com/title/tt0017925,,91767
862,Inherit the Wind,1960,Passed,128,"
Biography, Drama, History            ",8.1,https://www.imdb.com/title/tt0053946,75,30498
863,The Shop Around the Corner,1940,Not Rated,99,"
Comedy, Drama, Romance            ",8.0,https://www.imdb.com/title/tt0033045,96,33489
864,Sweet Smell of Success,1957,Approved,96,"
Drama, Film-Noir            ",8.0,https://www.imdb.com/title/tt0051036,100,32553
865,The Umbrellas of Cherbourg,1964,Not Rated,91,"
Drama, Musical, Romance            ",7.8,https://www.imdb.com/title/tt0058450,86,27981
866,Frost/Nixon,2008,R,122,"
Biography, Drama, History            ",7.7,https://www.imdb.com/title/tt0870111,80,108600
867,The Lunchbox,2013,PG,104,"
Drama, Romance            ",7.8,https://www.imdb.com/title/tt2350496,76,56673
868,Shine,1996,PG-13,105,"
Biography, Drama, Music            ",7.7,https://www.imdb.com/title/tt0117631,87,54505
869,After the Wedding,2006,R,120,"
Drama            ",7.7,https://www.imdb.com/title/tt0457655,78,34989
870,Wolf Children,2012,PG,117,"
Animation, Drama, Family            ",8.1,https://www.imdb.com/title/tt2140203,71,45187
871,Nine Queens,2000,R,114,"
Crime, Drama, Thriller            ",7.9,https://www.imdb.com/title/tt0247586,80,53362
872,L'Avventura,1960,Not Rated,144,"
Drama, Mystery, Romance            ",7.8,https://www.imdb.com/title/tt0053619,,30122
873,Uri: The Surgical Strike,2019,Not Rated,138,"
Action, Drama, History            ",8.2,https://www.imdb.com/title/tt8291224,,64057
874,Gully Boy,2019,Not Rated,154,"
Drama, Music, Romance            ",7.9,https://www.imdb.com/title/tt2395469,65,39971
875,Joyeux Noel,2005,PG-13,116,"
Drama, History, Music            ",7.7,https://www.imdb.com/title/tt0424205,70,29963
876,My Father and My Son,2005,Not Rated,112,"
Drama, Family            ",8.2,https://www.imdb.com/title/tt0476735,,86965
877,Nostalghia,1983,Not Rated,125,"
Drama            ",8.0,https://www.imdb.com/title/tt0086022,,27388
878,Batman: Mask of the Phantasm,1993,PG,76,"
Animation, Action, Adventure            ",7.8,https://www.imdb.com/title/tt0106364,65,51424
879,Taste of Cherry,1997,Not Rated,95,"
Drama            ",7.7,https://www.imdb.com/title/tt0120265,80,31480
880,Autumn Sonata,1978,PG,99,"
Drama, Music            ",8.1,https://www.imdb.com/title/tt0077711,,34672
881,Confessions,2010,Not Rated,106,"
Drama, Thriller            ",7.7,https://www.imdb.com/title/tt1590089,,39514
882,Sleuth,1972,PG,138,"
Mystery, Thriller            ",8.0,https://www.imdb.com/title/tt0069281,,47980
883,Vivre Sa Vie,1962,Not Rated,85,"
Drama            ",7.9,https://www.imdb.com/title/tt0056663,,32363
884,Nobody Knows,2004,PG-13,141,"
Drama            ",8.0,https://www.imdb.com/title/tt0408664,88,28333
885,Chhichhore,2019,Not Rated,143,"
Comedy, Drama, Romance            ",8.2,https://www.imdb.com/title/tt9052870,,54494
886,Crimes and Misdemeanors,1989,PG-13,104,"
Comedy, Drama            ",7.8,https://www.imdb.com/title/tt0097123,77,58364
887,Dreams,1990,PG,119,"
Drama, Fantasy            ",7.7,https://www.imdb.com/title/tt0100998,,26747
888,Winter Sleep,2014,Not Rated,196,"
Drama            ",8.1,https://www.imdb.com/title/tt2758880,88,51902
889,Kind Hearts and Coronets,1949,Not Rated,106,"
Comedy, Crime            ",8.0,https://www.imdb.com/title/tt0041546,,37586
890,Throne of Blood,1957,Not Rated,110,"
Drama, History            ",8.1,https://www.imdb.com/title/tt0050613,,52548
891,The Purple Rose of Cairo,1985,PG,82,"
Comedy, Fantasy, Romance            ",7.7,https://www.imdb.com/title/tt0089853,75,52020
892,The Exterminating Angel,1962,Not Rated,95,"
Drama, Fantasy            ",8.0,https://www.imdb.com/title/tt0056732,,33454
893,Kagemusha,1980,PG,162,"
Drama, History, War            ",7.9,https://www.imdb.com/title/tt0080979,84,35926
894,The Salesman,2016,PG-13,124,"
Drama            ",7.7,https://www.imdb.com/title/tt5186714,85,60826
895,Dil Chahta Hai,2001,Not Rated,183,"
Comedy, Drama, Romance            ",8.1,https://www.imdb.com/title/tt0292490,,72559
896,Adam's Apples,2005,R,94,"
Comedy, Crime, Drama            ",7.7,https://www.imdb.com/title/tt0418455,51,51131
897,The Postman,1994,PG,108,"
Biography, Comedy, Drama            ",7.7,https://www.imdb.com/title/tt0110877,81,36796
898,Tokyo Godfathers,2003,PG-13,92,"
Animation, Adventure, Comedy            ",7.8,https://www.imdb.com/title/tt0388473,73,40651
899,Ivan's Childhood,1962,Not Rated,95,"
Drama, War            ",8.0,https://www.imdb.com/title/tt0056111,,36905
900,Ace in the Hole,1951,Approved,111,"
Drama, Film-Noir            ",8.1,https://www.imdb.com/title/tt0043338,72,36314
901,The Virgin Spring,1960,Not Rated,89,"
Drama            ",8.1,https://www.imdb.com/title/tt0053976,,29560
902,You Can't Take It with You,1938,Passed,126,"
Comedy, Drama, Romance            ",7.8,https://www.imdb.com/title/tt0030993,,26098
903,The Caine Mutiny,1954,Not Rated,124,"
Drama, War            ",7.7,https://www.imdb.com/title/tt0046816,63,28008
904,Sunrise,1927,Passed,94,"
Drama, Romance            ",8.1,https://www.imdb.com/title/tt0018455,,51287
905,Pad Man,2018,PG-13,140,"
Biography, Comedy, Drama            ",7.9,https://www.imdb.com/title/tt7218518,,26469
906,Elevator to the Gallows,1958,Not Rated,91,"
Crime, Drama, Thriller            ",7.9,https://www.imdb.com/title/tt0051378,94,26037
907,Battleship Potemkin,1925,Not Rated,66,"
Drama, History, Thriller            ",8.0,https://www.imdb.com/title/tt0015648,97,58099
908,The Magdalene Sisters,2002,R,114,"
Drama            ",7.7,https://www.imdb.com/title/tt0318411,83,27429
909,Departures,2008,PG-13,130,"
Drama            ",8.0,https://www.imdb.com/title/tt1069238,68,52406
910,"Goodbye, Children",1987,PG,104,"
Drama, War            ",8.0,https://www.imdb.com/title/tt0092593,88,34159
911,Let's Go! India,2007,Not Rated,153,"
Drama, Family, Sport            ",8.1,https://www.imdb.com/title/tt0871510,68,80731
912,La strada,1954,Not Rated,108,"
Drama            ",8.0,https://www.imdb.com/title/tt0047528,,63493
